Site,Est_date,Base_date,Lat,Long,Type,SET#,Azi,Align,Elev_ftNAVD88,SET_depth_ft,Sed_depth_ft,Veg,Water,Elev_ave,Elev_max,Elev_min,SET_name,Pin_ft,Pin_mm,Pin_ft_v2,Pin_mm_v2,Accre_orig,Accre_1,Accre_2,Accre_3,Accre_4,Accre_5,Date_accre_orig,Date_accre_1,Date_accre_2,Date_accre_3,Date_accre_4,Date_accre_5,Note
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,1,115,NA,2.78,13.25,13.25,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"1a, 1b, 1c","1d, 1e, 1f, 1g","1h, 1i, 1j","1k, 1l, 1m","1n, 1o, 1p","1x, 1y, 1z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,1,160,NA,2.79,13.25,13.25,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"1a, 1b, 1c","1d, 1e, 1f, 1g","1h, 1i, 1j","1k, 1l, 1m","1n, 1o, 1p","1x, 1y, 1z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,1,250,NA,2.79,13.25,13.25,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"1a, 1b, 1c","1d, 1e, 1f, 1g","1h, 1i, 1j","1k, 1l, 1m","1n, 1o, 1p","1x, 1y, 1z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,1,340,NA,2.79,13.25,13.25,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"1a, 1b, 1c","1d, 1e, 1f, 1g","1h, 1i, 1j","1k, 1l, 1m","1n, 1o, 1p","1x, 1y, 1z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,2,20,NA,3.1,13.42,13.42,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"2a, 2b, 2c","2d, 2e, 2f, 2g","2h, 2i, 2j","2k, 2l, 2m","2n, 2o, 2p","2x, 2y, 2z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,2,65,NA,3.09,13.42,13.42,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"2a, 2b, 2c","2d, 2e, 2f, 2g","2h, 2i, 2j","2k, 2l, 2m","2n, 2o, 2p","2x, 2y, 2z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,2,155,NA,3.08,13.42,13.42,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"2a, 2b, 2c","2d, 2e, 2f, 2g","2h, 2i, 2j","2k, 2l, 2m","2n, 2o, 2p","2x, 2y, 2z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,2,240,NA,3.1,13.42,13.42,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"2a, 2b, 2c","2d, 2e, 2f, 2g","2h, 2i, 2j","2k, 2l, 2m","2n, 2o, 2p","2x, 2y, 2z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,3,220,NA,2.58,14.17,14.17,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,3,265,NA,2.59,14.17,14.17,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,3,305,NA,2.57,14.17,14.17,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,3,350,NA,2.58,14.17,14.17,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,1,135,NA,2.06,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"1a, 1b, 1c","1d, 1e, 1f, 1g","1h, 1i, 1j","1k, 1l, 1m","1n, 1o, 1p","1x, 1y, 1z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,1,180,NA,2.06,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"1a, 1b, 1c","1d, 1e, 1f, 1g","1h, 1i, 1j","1k, 1l, 1m","1n, 1o, 1p","1x, 1y, 1z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,1,225,NA,2.06,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"1a, 1b, 1c","1d, 1e, 1f, 1g","1h, 1i, 1j","1k, 1l, 1m","1n, 1o, 1p","1x, 1y, 1z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,1,315,NA,2.05,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"1a, 1b, 1c","1d, 1e, 1f, 1g","1h, 1i, 1j","1k, 1l, 1m","1n, 1o, 1p","1x, 1y, 1z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,2,10,NA,2.02,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"2a, 2b, 2c","2d, 2e, 2f, 2g","2h, 2i, 2j","2k, 2l, 2m","2n, 2o, 2p","2x, 2y, 2z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,2,235,NA,2.02,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"2a, 2b, 2c","2d, 2e, 2f, 2g","2h, 2i, 2j","2k, 2l, 2m","2n, 2o, 2p","2x, 2y, 2z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,2,280,NA,2.02,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"2a, 2b, 2c","2d, 2e, 2f, 2g","2h, 2i, 2j","2k, 2l, 2m","2n, 2o, 2p","2x, 2y, 2z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,2,325,NA,2.02,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"2a, 2b, 2c","2d, 2e, 2f, 2g","2h, 2i, 2j","2k, 2l, 2m","2n, 2o, 2p","2x, 2y, 2z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,3,85,NA,2.01,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,Disturbed 9/8/14
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,3,130,NA,2.01,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,Disturbed 9/8/14
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,3,220,NA,2.01,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,Disturbed 9/8/14
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,3,355,NA,2.01,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,Disturbed 9/8/14
SH3,9/21/2015,9/21/2015,25.36409,-81.07848,Shallow,3,40,NA,1.6,13.7,1.15,Forest,saltwater,NR,NR,NR,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,Replaced original SH3 shallow as of 9/21/15
SH3,9/21/2015,9/21/2015,25.36409,-81.07848,Shallow,3,130,NA,1.6,13.7,1.15,Forest,saltwater,NR,NR,NR,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,Replaced original SH3 shallow as of 9/21/15
SH3,9/21/2015,9/21/2015,25.36409,-81.07848,Shallow,3,220,NA,1.6,13.7,1.15,Forest,saltwater,NR,NR,NR,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,Replaced original SH3 shallow as of 9/21/15
SH3,9/21/2015,9/21/2015,25.36409,-81.07848,Shallow,3,320,NA,1.6,13.7,1.15,Forest,saltwater,NR,NR,NR,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,Replaced original SH3 shallow as of 9/21/15
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Deep,1,55,NA,2.08,13.1,17.95,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"1a, 1b, 1c","1d, 1e, 1f, 1g","1h, 1i, 1j","1k, 1l, 1m","1n, 1o, 1p","1x, 1y, 1z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Deep,1,100,NA,2.09,13.1,17.95,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"1a, 1b, 1c","1d, 1e, 1f, 1g","1h, 1i, 1j","1k, 1l, 1m","1n, 1o, 1p","1x, 1y, 1z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Deep,1,190,NA,2.09,13.1,17.95,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"1a, 1b, 1c","1d, 1e, 1f, 1g","1h, 1i, 1j","1k, 1l, 1m","1n, 1o, 1p","1x, 1y, 1z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Deep,1,280,NA,2.09,13.1,17.95,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"1a, 1b, 1c","1d, 1e, 1f, 1g","1h, 1i, 1j","1k, 1l, 1m","1n, 1o, 1p","1x, 1y, 1z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Deep,2,50,NA,2,13.1,17.95,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"2a, 2b, 2c","2d, 2e, 2f, 2g","2h, 2i, 2j","2k, 2l, 2m","2n, 2o, 2p","2x, 2y, 2z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Deep,2,140,NA,2,13.1,17.95,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"2a, 2b, 2c","2d, 2e, 2f, 2g","2h, 2i, 2j","2k, 2l, 2m","2n, 2o, 2p","2x, 2y, 2z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Deep,2,275,NA,2.01,13.1,17.95,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"2a, 2b, 2c","2d, 2e, 2f, 2g","2h, 2i, 2j","2k, 2l, 2m","2n, 2o, 2p","2x, 2y, 2z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Deep,2,320,NA,2,13.1,17.95,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"2a, 2b, 2c","2d, 2e, 2f, 2g","2h, 2i, 2j","2k, 2l, 2m","2n, 2o, 2p","2x, 2y, 2z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Deep,3,20,NA,1.88,13.1,17.95,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Deep,3,110,NA,1.88,13.1,17.95,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Deep,3,160,NA,1.88,13.1,17.95,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Deep,3,250,NA,1.88,13.1,17.95,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH4,9/1/2006,12/13/2006,25.42349,-81.06045,Shallow,1,0,2nd hole up from bottom,2.46,8.7,1.15,Marsh,saltwater,0.43,0.48,0.38,TJS 2002,2.5,754,2.5,762,"a, b, c, d","1x, 1y, 1z",NA,NA,NA,NA,11/14/2006,5/11/2017,NA,NA,NA,NA,NA
SH4,9/1/2006,12/13/2006,25.42349,-81.06045,Shallow,1,90,2nd hole up from bottom,2.45,8.7,1.15,Marsh,saltwater,0.43,0.48,0.38,TJS 2002,2.5,754,2.5,762,"a, b, c, d","1x, 1y, 1z",NA,NA,NA,NA,11/14/2006,5/11/2017,NA,NA,NA,NA,NA
SH4,9/1/2006,12/13/2006,25.42349,-81.06045,Shallow,1,135,2nd hole up from bottom,2.45,8.7,1.15,Marsh,saltwater,0.43,0.48,0.38,TJS 2002,2.5,754,2.5,762,"a, b, c, d","1x, 1y, 1z",NA,NA,NA,NA,11/14/2006,5/11/2017,NA,NA,NA,NA,NA
SH4,9/1/2006,12/13/2006,25.42349,-81.06045,Shallow,1,225,2nd hole up from bottom,2.45,8.7,1.15,Marsh,saltwater,0.43,0.48,0.38,TJS 2002,2.5,754,2.5,762,"a, b, c, d","1x, 1y, 1z",NA,NA,NA,NA,11/14/2006,5/11/2017,NA,NA,NA,NA,NA
SH4,9/1/2006,12/13/2006,25.42349,-81.06045,Shallow,2,75,2nd hole up from bottom,2.31,8.7,1.15,Marsh,saltwater,0.43,0.48,0.38,TJS 2002,2.5,754,2.5,762,"a, b, c, d","2x, 2y, 2z",NA,NA,NA,NA,11/14/2006,12/11/2018,NA,NA,NA,NA,NA
SH4,9/1/2006,12/13/2006,25.42349,-81.06045,Shallow,2,115,2nd hole up from bottom,2.32,8.7,1.15,Marsh,saltwater,0.43,0.48,0.38,TJS 2002,2.5,754,2.5,762,"a, b, c, d","2x, 2y, 2z",NA,NA,NA,NA,11/14/2006,12/11/2018,NA,NA,NA,NA,NA
SH4,9/1/2006,12/13/2006,25.42349,-81.06045,Shallow,2,255,2nd hole up from bottom,2.31,8.7,1.15,Marsh,saltwater,0.43,0.48,0.38,TJS 2002,2.5,754,2.5,762,"a, b, c, d","2x, 2y, 2z",NA,NA,NA,NA,11/14/2006,12/11/2018,NA,NA,NA,NA,NA
SH4,9/1/2006,12/13/2006,25.42349,-81.06045,Shallow,2,345,2nd hole up from bottom,2.31,8.7,1.15,Marsh,saltwater,0.43,0.48,0.38,TJS 2002,2.5,754,2.5,762,"a, b, c, d","2x, 2y, 2z",NA,NA,NA,NA,11/14/2006,12/11/2018,NA,NA,NA,NA,NA
SH4,9/1/2006,12/13/2006,25.42349,-81.06045,Shallow,3,35,2nd hole up from bottom,2.35,8.7,1.15,Marsh,saltwater,0.43,0.48,0.38,TJS 2002,2.5,754,2.5,762,"a, b, c, d","3x, 3y, 3z",NA,NA,NA,NA,11/14/2006,12/11/2018,NA,NA,NA,NA,NA
SH4,9/1/2006,12/13/2006,25.42349,-81.06045,Shallow,3,125,2nd hole up from bottom,2.31,8.7,1.15,Marsh,saltwater,0.43,0.48,0.38,TJS 2002,2.5,754,2.5,762,"a, b, c, d","3x, 3y, 3z",NA,NA,NA,NA,11/14/2006,12/11/2018,NA,NA,NA,NA,NA
SH4,9/1/2006,12/13/2006,25.42349,-81.06045,Shallow,3,170,2nd hole up from bottom,NR,8.7,1.15,Marsh,saltwater,0.43,0.48,0.38,TJS 2002,2.5,754,2.5,762,"a, b, c, d","3x, 3y, 3z",NA,NA,NA,NA,11/14/2006,12/11/2018,NA,NA,NA,NA,NA
SH4,9/1/2006,12/13/2006,25.42349,-81.06045,Shallow,3,260,2nd hole up from bottom,2.35,8.7,1.15,Marsh,saltwater,0.43,0.48,0.38,TJS 2002,2.5,754,2.5,762,"a, b, c, d","3x, 3y, 3z",NA,NA,NA,NA,11/14/2006,12/11/2018,NA,NA,NA,NA,NA
SH4,9/1/2006,12/19/2006,25.42349,-81.06045,Deep,1,115,2nd hole up from bottom,2.22,8.7,NR,Marsh,saltwater,0.43,0.48,0.38,St Pete 2005,2.5,762,2.5,762,"a, b, c, d","1x, 1y, 1z",NA,NA,NA,NA,11/14/2006,5/11/2017,NA,NA,NA,NA,NA
SH4,9/1/2006,12/19/2006,25.42349,-81.06045,Deep,1,250,2nd hole up from bottom,2.22,8.7,NR,Marsh,saltwater,0.43,0.48,0.38,St Pete 2005,2.5,762,2.5,762,"a, b, c, d","1x, 1y, 1z",NA,NA,NA,NA,11/14/2006,5/11/2017,NA,NA,NA,NA,NA
SH4,9/1/2006,12/19/2006,25.42349,-81.06045,Deep,1,295,2nd hole up from bottom,2.21,8.7,NR,Marsh,saltwater,0.43,0.48,0.38,St Pete 2005,2.5,762,2.5,762,"a, b, c, d","1x, 1y, 1z",NA,NA,NA,NA,11/14/2006,5/11/2017,NA,NA,NA,NA,NA
SH4,9/1/2006,12/19/2006,25.42349,-81.06045,Deep,1,340,2nd hole up from bottom,2.2,8.7,NR,Marsh,saltwater,0.43,0.48,0.38,St Pete 2005,2.5,762,2.5,762,"a, b, c, d","1x, 1y, 1z",NA,NA,NA,NA,11/14/2006,5/11/2017,NA,NA,NA,NA,NA
SH4,9/1/2006,12/19/2006,25.42349,-81.06045,Deep,2,5,3rd hole up from bottom,2.71,8.7,NR,Marsh,saltwater,0.43,0.48,0.38,St Pete 2005,2.5,762,2.5,762,"a, b, c, d","2x, 2y, 2z",NA,NA,NA,NA,11/14/2006,12/11/2018,NA,NA,NA,NA,NA
SH4,9/1/2006,12/19/2006,25.42349,-81.06045,Deep,2,50,3rd hole up from bottom,2.69,8.7,NR,Marsh,saltwater,0.43,0.48,0.38,St Pete 2005,2.5,762,2.5,762,"a, b, c, d","2x, 2y, 2z",NA,NA,NA,NA,11/14/2006,12/11/2018,NA,NA,NA,NA,NA
SH4,9/1/2006,12/19/2006,25.42349,-81.06045,Deep,2,230,3rd hole up from bottom,2.76,8.7,NR,Marsh,saltwater,0.43,0.48,0.38,St Pete 2005,2.5,762,2.5,762,"a, b, c, d","2x, 2y, 2z",NA,NA,NA,NA,11/14/2006,12/11/2018,NA,NA,NA,NA,NA
